domain,aspect,clean_sentence,predicted_sentiment,confidence,method
Speaker,quality,stands 3 feet high onkyo surrounds attached,neutral,0.43,bert-based
Speaker,stands,stands 3 feet high onkyo surrounds attached,positive,0.38,bert-based
Speaker,design,stands 3 feet high onkyo surrounds attached,positive,0.436,bert-based
Speaker,stands,used double sided tape along base mine seems pretty secure,positive,0.559,bert-based
Speaker,wire,used double sided tape along base mine seems pretty secure,positive,0.938,bert-based
Speaker,front channels,used double sided tape along base mine seems pretty secure,positive,0.816,bert-based
Speaker,stands,used double sided tape along base mine seems pretty secure,positive,0.559,bert-based
Speaker,speakers,used double sided tape along base mine seems pretty secure,positive,0.671,bert-based
Speaker,speakers,mindful seating height purchasing,positive,0.433,bert-based
Speaker,volume adjustment,mindful seating height purchasing,neutral,0.484,bert-based
Speaker,dsub cord,wish came mounting screws speakers,neutral,0.368,bert-based
Speaker,heavy,wish came mounting screws speakers,positive,0.52,bert-based
Speaker,speakers,trying find bigger screws get flush screws attach bottom support top speaker hangs,negative,0.428,bert-based
Speaker,control station,trying find bigger screws get flush screws attach bottom support top speaker hangs,negative,0.425,bert-based
Speaker,remote,trying find bigger screws get flush screws attach bottom support top speaker hangs,negative,0.457,bert-based
Speaker,sub,trying find bigger screws get flush screws attach bottom support top speaker hangs,negative,0.399,bert-based
Speaker,speakers,trying find bigger screws get flush screws attach bottom support top speaker hangs,negative,0.428,bert-based
Speaker,sound,able listen e80s lrb dual 6 floorstandings rrb local audio store discontinued,neutral,0.492,bert-based
Speaker,e90s,dual 6 put bit lower frequencies difference small would nt able notice without speakers side side,neutral,0.448,bert-based
Speaker,e100s,dual 6 put bit lower frequencies difference small would nt able notice without speakers side side,neutral,0.468,bert-based
Speaker,home theater,deceided e60s hopes single 8 would draw less amp dual 6 bit less money,negative,0.703,bert-based
Speaker,music speaker,deceided e60s hopes single 8 would draw less amp dual 6 bit less money,negative,0.733,bert-based
Speaker,highs,deceided e60s hopes single 8 would draw less amp dual 6 bit less money,negative,0.625,bert-based
Speaker,mids,deceided e60s hopes single 8 would draw less amp dual 6 bit less money,negative,0.662,bert-based
Speaker,bass,deceided e60s hopes single 8 would draw less amp dual 6 bit less money,negative,0.748,bert-based
Speaker,heavy,deceided e60s hopes single 8 would draw less amp dual 6 bit less money,negative,0.651,bert-based
Speaker,bass,deceided e60s hopes single 8 would draw less amp dual 6 bit less money,negative,0.748,bert-based
Speaker,jbl sub,deceided e60s hopes single 8 would draw less amp dual 6 bit less money,negative,0.782,bert-based
Speaker,quality tower speaker,ulrich schnauss bonobo dj shadow busta snoop e40 louis armstrong michael jackson bach korn metallica hoobastank 311,positive,0.59,bert-based
Speaker,bass,ulrich schnauss bonobo dj shadow busta snoop e40 louis armstrong michael jackson bach korn metallica hoobastank 311,positive,0.425,bert-based
Speaker,speakers,wo nt regret,positive,0.542,bert-based
Speaker,bass,wo nt regret,neutral,0.497,bert-based
Speaker,speakers,wo nt regret,positive,0.542,bert-based
Speaker,design,wo nt regret,neutral,0.571,bert-based
Speaker,use,wo nt regret,neutral,0.519,bert-based
Speaker,speaker system,wo nt regret,neutral,0.474,bert-based
Speaker,portable,wo nt regret,neutral,0.465,bert-based
Speaker,speakers,spent lot time looking online information finally took ipod iskin store test learned,neutral,0.368,bert-based
Speaker,s products,2 dollar radio size unit whilst sturdy lasted,positive,0.463,bert-based
Speaker,product,2 dollar radio size unit whilst sturdy lasted,positive,0.512,bert-based
Speaker,quality,2 dollar radio size unit whilst sturdy lasted,positive,0.557,bert-based
Speaker,size,2 dollar radio size unit whilst sturdy lasted,positive,0.469,bert-based
Speaker,speakers,2 dollar radio size unit whilst sturdy lasted,positive,0.468,bert-based
Speaker,perform,2 dollar radio size unit whilst sturdy lasted,positive,0.486,bert-based
Speaker,sound,2 dollar radio size unit whilst sturdy lasted,positive,0.489,bert-based
Speaker,unit,2 dollar radio size unit whilst sturdy lasted,positive,0.521,bert-based
Speaker,product,2 dollar radio size unit whilst sturdy lasted,positive,0.512,bert-based
Speaker,logitech production values,2 dollar radio size unit whilst sturdy lasted,positive,0.564,bert-based
Speaker,price,owned 5500s couple years still love least general,positive,0.755,bert-based
Speaker,controller,owned 5500s couple years still love least general,positive,0.763,bert-based
Speaker,volume knob,owned 5500s couple years still love least general,positive,0.584,bert-based
Speaker,selector buttons,owned 5500s couple years still love least general,positive,0.497,bert-based
Speaker,crossship,would interested know 5500 owners problem logitech tech support said unknown problem,neutral,0.445,bert-based
Speaker,sound quality,exactlly expected plesentlly surprised,negative,0.504,bert-based
Speaker,size,exactlly expected plesentlly surprised,negative,0.7,bert-based
Speaker,speakers,exactlly expected plesentlly surprised,negative,0.763,bert-based
Speaker,klipsh subwoofer,klipsh promedia speakers corsair 2500 also tell klipsh compare corsair,neutral,0.387,bert-based
Speaker,satellites,klipsh promedia speakers corsair 2500 also tell klipsh compare corsair,neutral,0.363,bert-based
Speaker,corsair,klipsh promedia speakers corsair 2500 also tell klipsh compare corsair,negative,0.364,bert-based
Speaker,sound,experience speaker bars home theater system consists traditional front speakers center channel four rear speakers,positive,0.4,bert-based
Speaker,condition,experience speaker bars home theater system consists traditional front speakers center channel four rear speakers,neutral,0.461,bert-based
Speaker,quality,could probably battle orcs front yard speaker bar,negative,0.455,bert-based
Speaker,joints,could probably battle orcs front yard speaker bar,negative,0.522,bert-based
Speaker,finish,could probably battle orcs front yard speaker bar,negative,0.532,bert-based
Speaker,speaker wire hookups,could probably battle orcs front yard speaker bar,negative,0.771,bert-based
Speaker,sound,test speaker bar used new bluray disc transformers 2,positive,0.439,bert-based
Speaker,sound,nt realize front speakers sides tv would make much difference,negative,0.403,bert-based
Speaker,speaker bar,cranked audio level 40 best decepticon battle,positive,0.689,bert-based
Speaker,sounds,cranked audio level 40 best decepticon battle,positive,0.683,bert-based
Speaker,sounds,cranked audio level 40 best decepticon battle,positive,0.683,bert-based
Speaker,sounds,second test tuned show sciencehd,neutral,0.365,bert-based
Speaker,speaker bar,nice since normal cable hd program,positive,0.724,bert-based
Speaker,sound reproduction,kicking embracing technology earlier,positive,0.582,bert-based
Speaker,pinnacle speaker bar,kicking embracing technology earlier,positive,0.69,bert-based
Speaker,warranty,kicking embracing technology earlier,positive,0.41,bert-based
Speaker,price,save money keep shopping,positive,0.432,bert-based
Speaker,unit,save money keep shopping,neutral,0.429,bert-based
Speaker,sound quality,save money keep shopping,negative,0.396,bert-based
Speaker,bass quality,save money keep shopping,positive,0.36,bert-based
Speaker,quality,save money keep shopping,neutral,0.502,bert-based
Speaker,remote control,save money keep shopping,negative,0.436,bert-based
Speaker,reciever,save money keep shopping,negative,0.385,bert-based
Speaker,buttons,save money keep shopping,negative,0.349,bert-based
Speaker,price,left 8 hours get unusual humm nt go away till cooled,negative,0.645,bert-based
Speaker,design,shopping new speaker saw still available wanted see folks saying wow alone,positive,0.911,bert-based
Speaker,quality issue,shopping new speaker saw still available wanted see folks saying wow alone,positive,0.762,bert-based
Speaker,audio bar,shopping new speaker saw still available wanted see folks saying wow alone,positive,0.915,bert-based
Speaker,sound,shopping new speaker saw still available wanted see folks saying wow alone,positive,0.878,bert-based
